iter	RMSE
696	0.3555983393
697	0.3555921381
698	0.3555888801
699	0.3555806314
700	0.3555761743
701	0.3555731727
702	0.3555643774
703	0.3555566479
704	0.3555508119
705	0.3555431817
706	0.3555371159
707	0.3555306496
708	0.3555258534
709	0.3555223419
710	0.3555183575
711	0.3555138199
712	0.3555099749
713	0.3555003845
714	0.3554933702
715	0.3554874082
716	0.3554846481
717	0.3554794518
718	0.3554738574
719	0.3554669982
720	0.355456366
721	0.3554506564
722	0.3554453517
723	0.3554376755
724	0.3554352659
725	0.3554265227
726	0.3554202353
727	0.3554088034
728	0.3554024015
729	0.3553947607
730	0.355388613
731	0.3553795221
732	0.3553702362
733	0.3553645467
734	0.3553578431
735	0.3553511356
736	0.3553417856
737	0.3553318217
738	0.3553271343
739	0.355319814
740	0.3553092955
741	0.3553053741
742	0.3552994932
743	0.3552940574
744	0.3552849039
745	0.3552805385
746	0.3552746162
747	0.3552670553
748	0.3552626068
749	0.3552577611
750	0.3552521209
751	0.3552426206
752	0.3552338702
753	0.3552285629
754	0.3552183887
755	0.3552107918
756	0.3552065167
757	0.3552019836
758	0.3551962653
759	0.3551895239
760	0.355184198
761	0.3551790923
762	0.3551735209
763	0.355170772
764	0.3551619169
765	0.3551515255
766	0.3551472039
767	0.3551404024
768	0.3551359182
769	0.3551282393
770	0.3551177722
771	0.3551130528
772	0.355106397
773	0.3551019446
774	0.3550955164
775	0.3550857279
776	0.355076748
777	0.3550739483
778	0.3550697196
779	0.3550651846
780	0.3550590466
781	0.3550541041
782	0.3550474318
783	0.3550422665
784	0.3550345317
785	0.355025408
786	0.3550212804
787	0.3550185396
788	0.3550113576
789	0.3550018928
790	0.3549972962
791	0.3549916464
792	0.3549861182
793	0.354980737
794	0.3549736331
795	0.3549630093
796	0.354956608
797	0.3549506265
798	0.3549418723
799	0.3549347603
800	0.3549303527
801	0.3549218651
802	0.3549174648
803	0.3549092462
804	0.354903506
805	0.3548955995
806	0.3548884204
807	0.3548824256
808	0.3548770447
809	0.3548724967
810	0.3548671765
811	0.354863626
812	0.3548543859
813	0.3548502706
814	0.3548436552
815	0.354834677
816	0.3548315496
817	0.3548233708
818	0.3548136289
819	0.3548065349
820	0.3548030813
821	0.354799096
822	0.3547937963
823	0.3547890727
824	0.3547758544
825	0.3547722982
826	0.3547656556
827	0.3547583674
828	0.3547517535
829	0.3547466641
830	0.3547397559
831	0.3547316205
832	0.3547255272
833	0.354721146
834	0.3547175826
835	0.3547125837
836	0.354705283
837	0.3546999775
838	0.3546923941
839	0.354688412
840	0.3546828195
841	0.3546771622
842	0.354669137
843	0.354662632
844	0.3546586421
845	0.3546503214
846	0.3546421722
847	0.3546393344
848	0.3546327494
849	0.3546265099
850	0.3546187929
851	0.3546121869
852	0.3546032861
853	0.3545956794
854	0.3545905304
855	0.3545855444
856	0.3545794835
857	0.3545758108
858	0.3545726457
859	0.3545673185
860	0.3545602501
861	0.3545530924
862	0.3545482366
863	0.3545376139
864	0.3545320958
865	0.354525529
866	0.3545205411
867	0.3545149344
868	0.3545062266
869	0.3545010399
870	0.3544932588
871	0.3544889721
872	0.3544816325
873	0.3544766385
874	0.3544716405
875	0.3544647056
876	0.3544579611
877	0.3544522816
878	0.3544447155
879	0.3544363512
880	0.3544287952
881	0.3544215006
882	0.3544170238
883	0.3544124444
884	0.3544061944
885	0.3543989679
886	0.3543935969
887	0.3543867416
888	0.3543761814
889	0.3543694911
890	0.3543658711
891	0.3543608195
892	0.3543557434
893	0.35434866
894	0.3543426105
895	0.3543321415
896	0.3543243601
897	0.3543183687
898	0.3543108427
899	0.3543078067
900	0.3543040734
901	0.3542985251
902	0.3542922108
903	0.3542861117
904	0.3542759493
905	0.3542673009
906	0.3542618188
907	0.3542542759
908	0.3542439236
909	0.3542400195
910	0.3542339478
911	0.3542316362
912	0.3542234868
913	0.3542162129
914	0.3542111274
915	0.3542059917
916	0.3541981243
917	0.3541914567
918	0.3541837109
919	0.3541785697
920	0.3541759141
921	0.3541708161
922	0.3541644936
923	0.3541590248
924	0.3541470206
925	0.3541424105
926	0.3541349684
927	0.3541287898
928	0.3541281168
929	0.3541223226
930	0.354117973
931	0.3541131503
932	0.3541059014
933	0.3540995549
934	0.3540932164
935	0.3540890547
936	0.3540833583
937	0.3540797826
938	0.3540691931
939	0.3540634593
940	0.3540571614
941	0.3540505436
942	0.3540456947
943	0.3540397276
944	0.3540330006
945	0.3540240621
946	0.354017042
947	0.3540129566
948	0.3540082117
949	0.3540050241
950	0.3539976748
951	0.3539911903
952	0.3539857864
953	0.3539776774
954	0.3539683334
955	0.3539636926
956	0.3539609165
957	0.3539549968
958	0.3539529099
959	0.3539471654
960	0.353943834
961	0.3539362296
962	0.3539297812
963	0.3539259548
964	0.3539198785
965	0.3539118611
966	0.3539047976
967	0.3539016945
968	0.3538962011
969	0.3538903844
970	0.3538814767
971	0.3538741716
972	0.3538663679
973	0.3538609331
974	0.353856852
975	0.353848281
976	0.3538430465
977	0.3538356421
978	0.3538313251
979	0.353825102
980	0.3538227865
981	0.3538196277
982	0.3538137011
983	0.353807318
984	0.3538028061
985	0.3537965119
986	0.3537865336
987	0.3537821154
988	0.3537763517
989	0.3537721893
990	0.3537673474
991	0.3537603109
992	0.3537538274
993	0.3537483968
994	0.3537434794
995	0.3537346238
996	0.3537272028
997	0.3537199753
998	0.3537145368
999	0.353712155
